listElement,isInstruction
,0
,0
Home,0
About Us,0
Recipes,0
My Saved Recipes,0
Cookbook,0
Newsletter,0
Contact,0
Go!,0
Instagram,0
Facebook,0
Pinterest,0
Twitter,0
"2 eggs + water  Michelle uses a bit of water with the eggs to achieve the moist, gooey texture of boxed mix brownies without any commercial emulsifiers. And because this recipe doesnt contain any baking powder, eggs are essential for helping the brownies puff up in the oven.",0
"Powdered sugar  The trick to making homemade brownies that are just like ones from a box! Powdered sugar contains cornstarch, which helps thicken the batter without the chemical additives youd find in a mix.",0
Unsweetened cocoa powder  Michelle recommends using Hersheys Special Dark Dutch-processed cocoa powder (I used Whole Foods 365 Cocoa Powder). Make sure to sift it if its lumpy!,0
"Oil  While many recipes for brownies use unsalted butter, Michelles calls for canola oil, just like the boxed mix. I use olive oil because its what I keep on hand, and I love the rich flavor.",0
Vanilla Extract  1/2 teaspoon vanilla really amps up the chocolate flavor.,0
"Better chocolate chips = better brownies. In her book, Michelle writes that one of the biggest secrets to making great brownies is using large, good-quality chocolate chips. She recommends Ghiradellis 60% Cacao Bittersweet Baking Chips, while I love Enjoy Lifes Dark Chocolate Morsels. Either brand would fantastic in this recipe!",0
"Its better to pull them out too early than to leave them in too long. No one likes dry brownies, so err on the side of caution when youre making this recipe. Bake them until a toothpick inserted comes out with just a few crumbs attached. If youre on the fence, go ahead and take them out of the oven. Theyll continue to firm up as they cool!",0
"Wait for them to cool. Try your best to resist eating these guys straight out of the oven. Letting them cool makes them gooier and fudgier, and theyll be less likely to crumble when you slice them. Plus, theyll have an even richer chocolate flavor. Trust me, its worth the wait!",0
Perfect Oatmeal Cookies,0
Easy Sugar Cookies,0
No-Bake Cookies,0
Best Peanut Butter Cookies,0
Orange Zest Shortbread Cookies,0
Vegan Coconut Macaroons,0
8x8 Baking Dish (this is the one I use so they don't overcook),0
Cooking Spray (I love this avocado oil one from Chosen Foods),0
Parchment Paper (this makes it so much easier to remove the brownies from the pan),0
1 1/2 cups granulated sugar*,0
3/4 cup all-purpose flour,0
"2/3 cup cocoa powder, sifted if lumpy",0
"1/2 cup powdered sugar, sifted if lumpy",0
1/2 cup dark chocolate chips,0
3/4 teaspoons sea salt,0
2 large eggs,0
1/2 cup canola oil or extra-virgin olive oil**,0
2 tablespoons water,0
1/2 teaspoon vanilla,0
Preheat the oven to 325F. Lightly spray an 8x8 baking dish (not a 9x9 dish or your brownies will overcook) with cooking spray and line it with parchment paper. Spray the parchment paper.,1
"In a medium bowl, combine the sugar, flour, cocoa powder, powdered sugar, chocolate chips, and salt.",1
"In a large bowl, whisk together the eggs, olive oil, water, and vanilla.",1
Sprinkle the dry mix over the wet mix and stir until just combined.,1
"Pour the batter into the prepared pan (it'll be thick - that's ok) and use a spatula to smooth the top. Bake for 40 to 48 minutes, or until a toothpick comes out with only a few crumbs attached (note: it's better to pull the brownies out early than to leave them in too long). Cool completely before slicing.*** Store in an airtight container at room temperature for up to 3 days. These also freeze well!",1
"nice human05.18.2024shut up, you trollReply ",0
"Phoebe Moore (L&L Recipe Developer)05.17.2024Hi Kerri, yep, you can! The batter is very thick, so I would mix them with the dry ingredients before combining the dry and wet. Another option is to press nuts into the tops of the brownies before baking. Hope you enjoy!Reply ",0
Jeanine Donofrio05.16.2024Im glad you enjoyed them!Reply ,0
"Jeanine Donofrio05.16.2024Hi Minhie, did you change anything about the recipe? I cant imagine what would have made them sour.Reply ",0
"Jeanine Donofrio05.16.2024Hi Lillian, Im so glad you loved them!Reply ",0
"Phoebe Moore (L&L Recipe Developer)05.10.2024Hi Andrea, so glad you loved the brownies!Reply ",0
"Phoebe Moore (L&L Recipe Developer)05.10.2024Hi Abby, so glad you loved them!Reply ",0
Healthy Breakfast Ideas,0
Easy Dinner Ideas,0
Healthy Lunch Ideas,0
Best Brunch Recipes,0
Vegan Recipes,0
Best Salad Recipes,0
Best Soup Recipes,0
Easy Appetizer Recipes,0
Avocado,0
Beets,0
Brussels Sprouts,0
Broccoli,0
Butternut Squash,0
Cauliflower,0
Spaghetti Squash,0
Sweet Potato,0
Brown Rice,0
Lentils,0
Roasted Chickpeas,0
Farro,0
Tofu,0
Tempeh,0
Quinoa,0
Zucchini Noodles,0
HOME,0
ABOUT,0
RECIPES,0
COOKBOOK,0
SHOP,0
SUBSCRIBE,0
CONTACT,0
PRIVACY POLICY,0
"Grind onion, tomato, ginger, garlic, and chile pepper together in a food processor into a paste. Dotdash Meredith Food Studios",1
"Heat olive oil in a large skillet over medium heat. Fry bay leaves in hot oil until fragrant, about 30 seconds. Pour the paste into the skillet and cook until the oil begins to separate from the mixture and is golden brown in color, 2 to 3 minutes. Season the mixture with chili powder, coriander, gram masala, turmeric, and salt; cook and stir until very hot, 2 to 3 minutes. Dotdash Meredith Food Studios",1
"Stir enough water into the mixture to get a thick gravy; bring to a boil and stir chickpeas into the gravy. Reduce heat to medium and cook until the chickpeas are heated through, 5 to 7 minutes. Garnish with cilantro. Dotdash Meredith Food Studios",1
1,0
2,0
3,0
4,0
5,0
Next,0
"Anna 5 days ago We made an Indian feast for our family yesterday (some vegan, some vegetarian, some omnivore) and we just have to say thank you thank you thank you for all your amazing recipes! We spend 5,5 hours in the kitchen and made this tofu tikka masala, chana masala, saag aloo and naan and it was mindblowing how delicious all of the dishes were. The effort was definitely worth it and the smell in the kitchen was unreal  Everyone loved it and were planning another big Indian food evening again soon. Sending a big thank you for all your hard work from Berlin, Germany :)Reply",0
"Bhavini Haria 2 weeks ago I absolutely love this recipe thank you so much! Its such a great option for the whole family, I put hardly any chilli to make it suitable for my 3 year old to eat and she loves it!Ive also done half cauliflower and half tofu, this also works really well for the texture.Thank you for sharing Reply",0
"Kaitlin @ Rainbow Plant Life 2 weeks ago Hi Bhavini, Thank you so much for such a fantastic review! Appreciate you taking the time!Reply",0
"Shay 3 weeks ago did it again, and wow!!! so good!Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Were glad you love the recipe, Shay!Reply",0
"Ashleigh 3 weeks ago I decided to make this for dinner tonight and, oh my lanta, it was DELICIOUSLY INCREDIBLE! As a beginner home cook, the recipe was easy to follow and sub-out as needed and the end result is restaurant quality! Wont catch me getting take-out now that Ive made this!Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Your review made our day, Ashleigh! Thank you for taking the time to share your thoughts and for trying out the recipe.Reply",0
"Janet 3 weeks ago Love the mix of flavors.dont like the texture of the tofu. I havent worked much with tofu and thought that pressing and marinating it would somehow make it more meaty but it still had that soft texture that gives me the willies. But again the flavor, with all those spices, is heavenly.Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Hi Janet, glad you enjoyed the flavors but sorry to hear you werent a fan of the texture of the tofu. Did you use extra firm tofu? It shouldnt have been very soft. I use a tofu press at home to help get a lot of the extra liquid out.Reply",0
"Shay 4 weeks ago Despite a few mistakes along the way, this turned out delicious and I now intend to get it to perfection. Thank you!Reply",0
Martha 4 weeks ago There are lots of ingredients and lots of steps to making this dish but it is SO worth it. I love the planning and shopping process when I KNOW Im making something so delicious. Take Nishas advice and make the masala sauce in advance.Reply,0
"Kaitlin @ Rainbow Plant Life 4 weeks ago We appreciate your feedback and support, Martha. Thank you for leaving a review!Reply",0
"Kaitlin @ Rainbow Plant Life 2 weeks ago Hi Bhavini, Thank you so much for such a fantastic review! Appreciate you taking the time!Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Were glad you love the recipe, Shay!Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Your review made our day, Ashleigh! Thank you for taking the time to share your thoughts and for trying out the recipe.Reply",0
"Kaitlin @ Rainbow Plant Life 3 weeks ago Hi Janet, glad you enjoyed the flavors but sorry to hear you werent a fan of the texture of the tofu. Did you use extra firm tofu? It shouldnt have been very soft. I use a tofu press at home to help get a lot of the extra liquid out.Reply",0
"Kaitlin @ Rainbow Plant Life 4 weeks ago We appreciate your feedback and support, Martha. Thank you for leaving a review!Reply",0
Meal Plans New,0
All RecipesBreakfastLunchDinnerSide DishesDessertInstant Pot Recipes,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
Cookbook,0
Lifestyle,0
AboutContact,0
Contact,0
Stories,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
Contact,0
RecipesAll RecipesBreakfastLunchDinnerSide DishesDessertInstant Pot Recipes,0
All Recipes,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
Meal Plans,0
Cookbook,0
LifestyleCookingVeganismPhotography & Social MediaWellnessProductivityPersonal,0
Cooking,0
Veganism,0
Photography & Social Media,0
Wellness,0
Productivity,0
Personal,0
About,0
Contact,0
All Recipes,0
Breakfast,0
Lunch,0
Dinner,0
Side Dishes,0
Dessert,0
Instant Pot Recipes,0
